,Uniprot,Ensembl,GeneID
706,Q400G9,ENSG00000174945,155185
707,Q86W34,ENSG00000196704,51321
708,Q8IZ07,ENSG00000076513,88455
709,Q86YJ7,ENSG00000198720,124930
710,Q8N6S4,ENSG00000118454,81573
711,Q6ZTN6,ENSG00000172932,338692
712,Q8IVF6,ENSG00000180071,253650
713,Q9BXX3,ENSG00000148513,91074
714,P39687,ENSG00000140350,8125
715,Q92688,ENSG00000136938,10541
716,O95626,ENSG00000139223,23519
717,Q9BTT0,ENSG00000143401,81611
718,A6NCL7,ENSG00000164236,651746
719,Q69YU3,ENSG00000272031,284615
720,A5PLL1,ENSG00000189127,340120
721,P0C6C1,ENSG00000235711,390616
722,A6QL64,ENSG00000135976,375248
723,Q8N2N9,ENSG00000196912,57730
724,P54802,ENSG00000108784,4669
725,Q9UJX6,ENSG00000176248,29882
726,Q96K21,ENSG00000166140,84936
727,P10275,ENSG00000169083,367
728,P16860,ENSG00000120937,4879
729,P23582,ENSG00000163273,4880
730,Q9P2R3,ENSG00000185722,51479
731,P01160,ENSG00000175206,4878
732,Q9UNK9,ENSG00000013523,23357
733,Q5VTE6,ENSG00000174606,90806
734,P03950,ENSG00000214274,283
735,O95841,ENSG00000116194,9068
736,Q9UKU9,ENSG00000136859,23452
737,Q9Y5C1,ENSG00000132855,27329
738,Q9BY76,ENSG00000167772,51129
739,Q86XS5,ENSG00000187151,253935
740,Q8NI99,ENSG00000130812,83854
741,O43827,ENSG00000171819,10218
742,Q6UXH0,ENSG00000130173,55908
743,Q15389,ENSG00000154188,284
744,O15123,ENSG00000091879,285
745,Q9Y264,ENSG00000101280,51378
746,P01019,ENSG00000135744,183
747,E9PGG2,ENSG00000227059,647589
748,P16157,ENSG00000029534,286
749,Q01484,ENSG00000145362,287
750,Q12955,ENSG00000151150,288
751,Q7Z5J8,ENSG00000151687,150709
752,Q9NU02,ENSG00000132623,63926
753,Q8N957,ENSG00000153930,162282
754,Q8IWZ3,ENSG00000131503,404734
755,Q8IWZ3,ENSG00000131503,54882
756,Q9HCJ1,ENSG00000154122,56172
757,Q8NFD2,ENSG00000170209,255239
758,Q8NAG6,ENSG00000160117,126549
759,Q86XL3,ENSG00000176915,23141
760,Q9BQD7,ENSG00000103254,65990
761,Q15327,ENSG00000148677,27063
762,Q9GZV1,ENSG00000165887,26287
763,Q9Y2G4,ENSG00000135299,22881
764,Q92527,ENSG00000106013,56311
765,Q96BM1,ENSG00000156381,122416
766,Q6ZW76,ENSG00000168096,124401
767,Q68DC2,ENSG00000165138,203286
768,A6NFN9,ENSG00000206199,389161
769,Q9P2S6,ENSG00000144504,51281
770,Q8IV38,ENSG00000106524,57037
771,Q9H8Y5,ENSG00000163516,55139
772,Q9NQW6,ENSG00000011426,54443
773,Q99873,ENSG00000126457,3276
774,P55345,ENSG00000160310,3275
775,O60678,ENSG00000185238,10196
776,O14744,ENSG00000100462,10419
777,Q96LA8,ENSG00000198890,55170
778,Q9NVM4,ENSG00000132600,54496
779,Q9NR22,ENSG00000111218,56341
780,Q6P2P2,ENSG00000164169,90826
781,Q9NW15,ENSG00000160746,55129
782,Q5XXA6,ENSG00000131620,55107
783,Q9NQ90,ENSG00000047617,57101
784,Q9BYT9,ENSG00000134343,63982
785,Q32M45,ENSG00000151572,121601
786,Q32M45,ENSG00000262139,121601
787,Q75V66,ENSG00000171714,203859
788,Q4KMQ2,ENSG00000177119,196527
789,Q6IWH7,ENSG00000146205,50636
790,Q9HCE9,ENSG00000074855,57719
791,A1A5B4,ENSG00000185101,338440
792,P16066,ENSG00000169418,4881
793,P20594,ENSG00000159899,4882
794,P17342,ENSG00000113389,4883
795,Q9NXR5,ENSG00000088448,55608
796,Q6UB99,ENSG00000167522,29123
797,Q6UB98,ENSG00000101745,23253
798,Q6P6B7,ENSG00000134461,54522
799,O75179,ENSG00000132466,26057
800,Q5VYY1,ENSG00000152766,118932
801,Q86SG2,ENSG00000163126,200539
802,Q8TF21,ENSG00000089847,170961
803,Q9UPS8,ENSG00000107890,22852
804,Q96NW4,ENSG00000105186,84079
805,O15084,ENSG00000206560,23243
806,Q8N6D5,ENSG00000154065,147463
807,Q8N7Z5,ENSG00000145700,256006
808,Q8N283,ENSG00000198483,148741
809,Q7Z713,ENSG00000186352,353322
810,Q53RE8,ENSG00000213337,51239
811,Q6AI12,ENSG00000154945,91369
812,Q8N9B4,ENSG00000137494,338699
813,Q8N8A2,ENSG00000065413,91526
814,Q5TZF3,ENSG00000183831,339416
815,Q86W74,ENSG00000186106,157567
816,Q8WVL7,ENSG00000168876,54851
817,Q9ULJ7,ENSG00000151458,57182
818,Q8NB46,ENSG00000139645,283373
819,Q8N9V6,ENSG00000144031,79998
820,Q6NXT1,ENSG00000100124,129138
821,Q3KP44,ENSG00000164512,79722
822,Q9BZ19,ENSG00000124227,140731
823,A6NGH8,ENSG00000157999,100310846
824,A6NC57,ENSG00000181626,342850
825,C9JTQ0,ENSG00000230778,100131244
826,E5RJM6,ENSG00000235098,441869
827,B4E2M5,ENSG00000230062,100287718
828,Q9H9E1,ENSG00000164331,57763
829,Q92625,ENSG00000064999,23294
830,Q7Z6G8,ENSG00000185046,56899
831,Q8N8V4,ENSG00000175311,257629
832,Q8N8V4,ENSG00000284290,257629
833,P01008,ENSG00000117601,462
834,Q9H6X2,ENSG00000169604,84168
835,P58335,ENSG00000163297,118429
836,A6NF34,ENSG00000274209,195977
837,Q9UJ72,ENSG00000109511,11199
838,P50995,ENSG00000122359,311
839,P27216,ENSG00000104537,312
840,P04083,ENSG00000135046,301
841,P07355,ENSG00000182718,302
842,P12429,ENSG00000138772,306
843,P09525,ENSG00000196975,307
844,P08758,ENSG00000164111,308
845,P08133,ENSG00000197043,309
846,P20073,ENSG00000138279,310
847,P13928,ENSG00000265190,653145
848,P13928,ENSG00000265190,728113
849,O76027,ENSG00000143412,8416
850,P28039,ENSG00000136250,313
851,P19801,ENSG00000002726,26
852,O75106,ENSG00000131480,314
853,Q16853,ENSG00000131471,8639
854,P21397,ENSG00000189221,4128
855,P27338,ENSG00000069535,4129
856,Q06278,ENSG00000138356,316
857,O60641,ENSG00000065609,9892
858,Q63HQ0,ENSG00000138660,55435
859,Q10567,ENSG00000100280,162
860,O43747,ENSG00000166747,164
861,O75843,ENSG00000213983,8906
862,Q9BXS5,ENSG00000072958,8907
863,Q9Y6Q5,ENSG00000129354,10053
864,P61966,ENSG00000106367,1174
865,P56377,ENSG00000182287,8905
866,Q96PC3,ENSG00000152056,130340
867,O95782,ENSG00000196961,160
868,O94973,ENSG00000183020,161
869,P05549,ENSG00000137203,7020
870,P63010,ENSG00000006125,163
871,Q92481,ENSG00000008196,7021
872,Q92754,ENSG00000087510,7022
873,Q7Z6R9,ENSG00000008197,83741
874,Q6VUC0,ENSG00000116819,339488
875,Q96CW1,ENSG00000161203,1173
876,P53680,ENSG00000042753,1175
877,O00203,ENSG00000132842,8546
878,Q13367,ENSG00000103723,8120
879,O14617,ENSG00000065000,8943
880,Q9Y2T2,ENSG00000185009,26985
881,P53677,ENSG00000070718,10947
882,Q92572,ENSG00000177879,1176
883,P59780,ENSG00000157823,10239
884,Q96N21,ENSG00000167302,146705
885,P50583,ENSG00000164978,318
886,Q9Y6B7,ENSG00000134262,10717
887,Q9UPM8,ENSG00000081014,23431
888,O00189,ENSG00000221838,9179
889,Q9Y587,ENSG00000100478,11154
890,Q2VPB7,ENSG00000254470,91056
891,Q9H0R1,ENSG00000053770,55745
892,Q9NUS5,ENSG00000125843,55317
893,O43299,ENSG00000242802,9907
894,O14727,ENSG00000120868,317
895,Q02410,ENSG00000107282,320
896,Q99767,ENSG00000034053,321
897,Q99767,ENSG00000276495,321
898,O96018,ENSG00000011132,9546
899,O00213,ENSG00000166313,322
900,Q92870,ENSG00000163697,323
901,O95704,ENSG00000113108,10307
902,Q92624,ENSG00000062725,10513
903,Q9UM13,ENSG00000164162,10393
904,Q9NYG5,ENSG00000141552,51529
905,Q9BS18,ENSG00000129055,25847
906,P60006,ENSG00000110200,25906
907,Q96DE5,ENSG00000166295,119504
908,Q9H1A4,ENSG00000153107,64682
909,Q9UJX5,ENSG00000053900,29945
910,Q9UJX4,ENSG00000089053,51433
911,Q9UJX3,ENSG00000196510,51434
912,Q8J025,ENSG00000154856,147495
913,Q8NCL9,ENSG00000198768,164284
914,O95996,ENSG00000115266,10297
915,P25054,ENSG00000134982,324
916,Q9ULZ1,ENSG00000171388,8862
917,P27695,ENSG00000100823,328
918,Q9UBZ4,ENSG00000169188,27301
919,Q96BI3,ENSG00000117362,51107
920,Q8WW43,ENSG00000138613,83464
921,Q9BZZ5,ENSG00000166181,8539
922,P35414,ENSG00000134817,187
923,Q96LR9,ENSG00000178878,81575
924,Q8IW19,ENSG00000169621,200558
925,P51693,ENSG00000105290,333
926,Q06481,ENSG00000084234,334
927,Q9HDC9,ENSG00000101474,57136
928,P02647,ENSG00000118137,335
929,P02652,ENSG00000158874,336
930,P06727,ENSG00000110244,337
931,Q6Q788,ENSG00000110243,116519
932,Q0VD83,ENSG00000184730,55911
933,P04114,ENSG00000084674,338
934,P02654,ENSG00000130208,341
935,P02655,ENSG00000234906,344
936,P02656,ENSG00000110245,345
937,P55056,ENSG00000267467,346
938,P05090,ENSG00000189058,347
939,P02649,ENSG00000130203,348
940,Q13790,ENSG00000175336,319
941,P02749,ENSG00000091583,350
942,O14791,ENSG00000100342,8542
943,Q9BQE5,ENSG00000128335,23780
944,O95236,ENSG00000128284,80833
945,Q9BPW4,ENSG00000100336,80832
946,Q9BWW9,ENSG00000128313,80831
947,Q9BWW8,ENSG00000221963,80830
948,O95445,ENSG00000204444,55937
949,O95445,ENSG00000206409,55937
950,O95445,ENSG00000224290,55937
951,O95445,ENSG00000226215,55937
952,O95445,ENSG00000235754,55937
953,O95445,ENSG00000227567,55937
954,O95445,ENSG00000231974,55937
955,Q53RT3,ENSG00000244617,151516
956,Q13794,ENSG00000141682,5366
957,Q7Z2E3,ENSG00000137074,54840
958,P07741,ENSG00000198931,353
959,Q8IXF9,ENSG00000184945,375318
960,A6NM10,ENSG00000185176,653437
961,Q96PS8,ENSG00000143595,89872
962,Q8NBQ7,ENSG00000178301,282679
963,P29972,ENSG00000240583,358
964,P41181,ENSG00000167580,359
965,Q92482,ENSG00000165272,360
966,P55087,ENSG00000171885,361
967,P55064,ENSG00000161798,362
968,Q13520,ENSG00000086159,363
969,O14520,ENSG00000165269,364
970,O94778,ENSG00000103375,343
971,O43315,ENSG00000103569,366
972,O60306,ENSG00000021776,9716
973,Q5H913,ENSG00000174225,392509
974,Q3SXY8,ENSG00000169379,200894
975,Q9Y2Y0,ENSG00000102931,23568
976,Q15041,ENSG00000170540,23204
977,Q66PJ3,ENSG00000182196,51329
978,Q8N6S5,ENSG00000177917,151188
979,P10398,ENSG00000078061,369
980,Q6UW56,ENSG00000138085,51374
981,Q96P48,ENSG00000186635,116985
982,Q8WZ64,ENSG00000047365,116984
983,Q8WWN8,ENSG00000120318,64411
984,P25098,ENSG00000173020,156
985,P35626,ENSG00000100077,157
986,Q92747,ENSG00000241685,10552
987,O15143,ENSG00000130429,10095
988,Q8IWT0,ENSG00000176261,339487
989,Q7LC44,ENSG00000198576,23237
990,P15514,ENSG00000109321,374
991,O15033,ENSG00000119682,9870
992,P84077,ENSG00000143761,375
993,P61204,ENSG00000134287,377
994,P18085,ENSG00000168374,378
995,P84085,ENSG00000004059,381
996,P62330,ENSG00000165527,382
997,Q8N6T3,ENSG00000101199,55738
998,Q8N6H7,ENSG00000149182,84364
999,Q9NP61,ENSG00000242247,26286
1000,P53367,ENSG00000164144,27236
1001,P53365,ENSG00000132254,23647
1002,Q13795,ENSG00000101246,10139
1003,Q8N726,ENSG00000147889,1029
1004,Q8N1W1,ENSG00000214944,64283
1005,A8MVX0,ENSG00000214694,100271715
1006,A5YM69,ENSG00000213214,445328
1007,Q8N4T4,ENSG00000137135,84904
1008,Q9HCE6,ENSG00000074964,55160
1009,A6NJG6,ENSG00000186103,503582
1010,P05089,ENSG00000118520,383
1011,P78540,ENSG00000081181,384
1012,Q9NWB6,ENSG00000134884,55082
1013,A1IGU5,ENSG00000183111,389337
1014,Q9NXL2,ENSG00000236699,54848
1015,Q8TER5,ENSG00000165801,55701
1016,Q92888,ENSG00000076928,9138
1017,Q92974,ENSG00000116584,9181
1018,Q9NR81,ENSG00000163947,50650
1019,Q9NR80,ENSG00000136002,50649
1020,Q12774,ENSG00000050327,7984
1021,Q15052,ENSG00000129675,9459
1022,Q14155,ENSG00000102606,8874
1023,Q7Z628,ENSG00000173848,10276
1024,O43307,ENSG00000131089,23229
1025,O15013,ENSG00000104728,9639
1026,O15013,ENSG00000274726,9639
1027,O15085,ENSG00000132694,9826
1028,Q9NZN5,ENSG00000196914,23365
1029,O94989,ENSG00000198844,22899
1030,Q5VV41,ENSG00000130762,27237
1031,Q96PE2,ENSG00000110237,9828
1032,Q6ZSZ5,ENSG00000104880,23370
1033,Q8IW93,ENSG00000142632,128272
1034,Q86VW2,ENSG00000240771,115557
1035,Q96DR7,ENSG00000114790,26084
1036,Q96DR7,ENSG00000277101,26084
1037,Q8NDY3,ENSG00000153531,113622
1038,Q5SW96,ENSG00000157978,26119
1039,O14497,ENSG00000117713,8289
1040,Q8NFD5,ENSG00000049618,57492
1041,Q9Y4X5,ENSG00000166233,25820
1042,O95376,ENSG00000177479,10425
1043,Q99856,ENSG00000116017,1820
1044,Q8IVW6,ENSG00000179361,10620
1045,A6NKF2,ENSG00000205143,138715
1046,P29374,ENSG00000032219,5926
1047,Q4LE39,ENSG00000054267,51742
1048,Q03989,ENSG00000196843,10865
1049,Q14865,ENSG00000150347,84159
1050,Q68CP9,ENSG00000189079,196528
1051,Q9Y4B4,ENSG00000164080,23132
1052,O43488,ENSG00000053371,8574
1053,O95154,ENSG00000162482,22977
1054,Q8N8L6,ENSG00000175414,285598
1055,Q969Q4,ENSG00000152213,115761
1056,Q8N4G2,ENSG00000179674,80117
1057,Q9NXU5,ENSG00000185305,54622
1058,Q8IVW1,ENSG00000185829,100506084
1059,Q8IVW1,ENSG00000185829,100996709
1060,Q8IVW1,ENSG00000185829,51326
1061,Q8IVW1,ENSG00000228696,100506084
1062,Q8IVW1,ENSG00000228696,100996709
1063,Q8IVW1,ENSG00000228696,51326
1064,Q8IVW1,ENSG00000275748,100506084
1065,Q8IVW1,ENSG00000275748,100996709
1066,Q8IVW1,ENSG00000275748,51326
1067,Q8IVW1,ENSG00000276276,100506084
1068,Q8IVW1,ENSG00000276276,100996709
1069,Q8IVW1,ENSG00000276276,51326
1070,P40616,ENSG00000120805,400
1071,P36404,ENSG00000213465,402
1072,P36405,ENSG00000138175,403
1073,P40617,ENSG00000122644,10124
1074,P56559,ENSG00000188042,10123
1075,P49703,ENSG00000175906,379
1076,Q9Y689,ENSG00000162980,26225
1077,Q96KC2,ENSG00000165997,221079
1078,A6NH57,ENSG00000141748,390790
1079,Q9H0F7,ENSG00000113966,84100
1080,Q96BM9,ENSG00000143862,127829
1081,Q9NVJ2,ENSG00000134108,55207
1082,Q6T311,ENSG00000196503,132946
1083,P04424,ENSG00000126522,435
1084,Q8N2F6,ENSG00000170632,83787
1085,Q5T9G4,ENSG00000157343,221481
1086,Q9NVT9,ENSG00000104442,55156
1087,Q8NEN0,ENSG00000118690,84071
1088,Q5W041,ENSG00000165309,219681
1089,Q96C12,ENSG00000140691,79798
1090,Q6NXE6,ENSG00000105676,93436
1091,Q9H6L4,ENSG00000125449,79637
1092,Q8IUR7,ENSG00000114098,25852
1093,Q7Z3E5,ENSG00000135931,80210
1094,Q6PIY5,ENSG00000198520,339541
1095,H3BNL8,ENSG00000260286,101928603
1096,Q5T2E6,ENSG00000120029,79591
1097,Q86TY3,ENSG00000139971,145407
1098,P0C7Q2,ENSG00000254636,387715
1099,Q9H993,ENSG00000146476,79624
1100,Q9P291,ENSG00000126947,51309
1101,Q7L311,ENSG00000184867,9823
1102,Q9UH62,ENSG00000102401,51566
1103,Q5H9R4,ENSG00000196440,100131755
1104,Q6P1M9,ENSG00000125962,64860
1105,Q7L4S7,ENSG00000198960,54470
1106,Q9HBZ2,ENSG00000172379,9915
1107,P27540,ENSG00000143437,405
1108,Q86WX3,ENSG00000187051,91582
1109,Q9NZ32,ENSG00000131966,55860
1110,P56211,ENSG00000128989,10776
1111,Q9UBL0,ENSG00000172995,10777
1112,P61160,ENSG00000138071,10097
1113,Q9P1U1,ENSG00000133627,57180
1114,Q9C0K3,ENSG00000106526,653857
1115,P61158,ENSG00000115091,10096
1116,Q9BPX5,ENSG00000136950,81873
1117,Q9H9F9,ENSG00000101442,79913
1118,Q9GZN1,ENSG00000075089,64431
1119,Q9H981,ENSG00000113812,93973
1120,O15144,ENSG00000163466,10109
1121,O15145,ENSG00000111229,10094
1122,P59998,ENSG00000241553,10093
1123,O15511,ENSG00000162704,10092
1124,Q7Z6K5,ENSG00000242498,348110
1125,P49407,ENSG00000137486,408
1126,P32121,ENSG00000141480,409
1127,P36575,ENSG00000120500,407
1128,Q8N5I2,ENSG00000197070,92714
1129,Q8TBH0,ENSG00000105643,27106
1130,Q96B67,ENSG00000113369,57561
1131,Q8NCT1,ENSG00000140450,91947
1132,A6NEK1,ENSG00000205784,645432
1133,P10523,ENSG00000130561,6295
1134,P10523,ENSG00000281857,6295
1135,P15289,ENSG00000100299,410
1136,P15848,ENSG00000113273,411
1137,P51689,ENSG00000006756,414
1138,P54793,ENSG00000062096,416
1139,Q96EG1,ENSG00000141337,22901
1140,Q5FYA8,ENSG00000205667,347527
1141,Q5FYB1,ENSG00000183876,340075
1142,Q5FYB0,ENSG00000180801,79642
1143,Q6UWY0,ENSG00000164291,153642
1144,P51690,ENSG00000157399,415
1145,Q5T4W7,ENSG00000117407,9048
1146,Q9H2C2,ENSG00000173409,64801
1147,O00192,ENSG00000099889,421
1148,Q96QS3,ENSG00000004848,170302
1149,P18440,ENSG00000171428,9
1150,P11245,ENSG00000156006,10
1151,Q9HBK9,ENSG00000214435,57412
1152,P0C7U1,ENSG00000204147,653308
1153,Q13510,ENSG00000104763,427
1154,Q9NR71,ENSG00000188611,56624
1155,Q9ULH1,ENSG00000153317,50807
1156,O43150,ENSG00000151693,8853
1157,Q8TDY4,ENSG00000088280,55616
1158,Q8TDY4,ENSG00000282854,55616
1159,Q8WXI3,ENSG00000146926,136371
1160,Q8WXH4,ENSG00000165192,140456
1161,Q8WXK4,ENSG00000198881,142689
1162,Q8WXK3,ENSG00000196372,79754
1163,A6NK59,ENSG00000239388,142686
1164,Q8WXK1,ENSG00000146809,142685
1165,Q96NS5,ENSG00000161664,92591
1166,Q8WXJ9,ENSG00000154007,127247
1167,Q6ZVZ8,ENSG00000182177,401036
1168,Q9Y576,ENSG00000065802,51665
1169,Q96Q27,ENSG00000100628,51676
1170,Q96Q27,ENSG00000278693,51676
1171,Q9Y575,ENSG00000115239,100302652
1172,Q9Y575,ENSG00000115239,51130
1173,Q9Y574,ENSG00000005981,51666
1174,Q8WWX0,ENSG00000164122,140458
1175,Q9NWX5,ENSG00000148331,140459
1176,Q9H672,ENSG00000183475,140460
1177,Q9H765,ENSG00000177981,140461
1178,Q96DX5,ENSG00000102048,140462
1179,Q8N9N2,ENSG00000138303,51008
1180,Q9H1I8,ENSG00000100325,84164
1181,Q8N3C0,ENSG00000112249,10973
1182,P50553,ENSG00000139352,429
1183,Q99929,ENSG00000183734,430
1184,Q9NQ33,ENSG00000176009,56676
1185,Q6XD76,ENSG00000187855,121549
1186,Q9ULZ3,ENSG00000103490,29108
1187,Q9Y294,ENSG00000111875,25842
1188,Q9NVP2,ENSG00000105011,55723
1189,Q9NVP2,ENSG00000288210,55723
1190,Q7L266,ENSG00000162174,80150
1191,P07306,ENSG00000141505,432
1192,P07307,ENSG00000161944,433
1193,Q9NR48,ENSG00000116539,55870
1194,Q9UBL3,ENSG00000129691,9070
1195,Q9BVC5,ENSG00000135974,79074
1196,P78348,ENSG00000110881,41
1197,Q16515,ENSG00000108684,40
1198,Q9UHC3,ENSG00000213199,9311
1199,Q96FT7,ENSG00000072182,55515
1200,Q9NY37,ENSG00000256394,51802
1201,P42127,ENSG00000101440,434
1202,Q92484,ENSG00000172594,10924
1203,Q92485,ENSG00000130768,27293
1204,O95671,ENSG00000169093,8623
1205,P46597,ENSG00000196433,438
1206,P17405,ENSG00000166311,6609
1207,Q9NWL6,ENSG00000138381,54529
1208,P08243,ENSG00000070669,440
1209,Q9BZE9,ENSG00000169696,79058
1210,A6ND91,ENSG00000204653,554235
1211,P20933,ENSG00000038002,175
1212,Q5U4P2,ENSG00000174939,253982
1213,Q6ICH7,ENSG00000128203,57168
1214,Q12797,ENSG00000198363,444
1215,Q8IZT6,ENSG00000066279,259266
1216,Q9BXN1,ENSG00000106819,54829
1217,Q96KQ4,ENSG00000088808,23368
1218,Q13625,ENSG00000143514,7159
1219,P26436,ENSG00000134940,56
1220,P00966,ENSG00000130707,445
1221,Q2TB18,ENSG00000034533,28990
1222,Q9Y284,ENSG00000105583,51398
1223,Q6HA08,ENSG00000188886,431705
1224,O14525,ENSG00000152092,460
1225,O75129,ENSG00000148219,23245
1226,Q96CP6,ENSG00000089351,57655
1227,Q3KR37,ENSG00000023171,57476
1228,Q8IYS0,ENSG00000178075,54762
1229,Q8IXJ9,ENSG00000171456,171023
1230,Q76L83,ENSG00000143970,55252
1231,Q9C0F0,ENSG00000141431,80816
1232,Q8WWH4,ENSG00000154438,136991
1233,O60312,ENSG00000206190,57194
1234,O94823,ENSG00000118322,23120
1235,Q9P241,ENSG00000145246,57205
1236,P98196,ENSG00000068650,23250
1237,Q9Y2G3,ENSG00000058063,23200
1238,Q8NB49,ENSG00000101974,286410
1239,P54707,ENSG00000075673,479
1240,Q9HD20,ENSG00000105726,57130
1241,Q9NQ11,ENSG00000159363,23400
1242,Q9H7F0,ENSG00000133657,79572
1243,Q4VNC1,ENSG00000127249,84239
1244,Q4VNC0,ENSG00000187527,344905
1245,P05023,ENSG00000163399,476
1246,P50993,ENSG00000018625,477
1247,P13637,ENSG00000105409,478
1248,Q13733,ENSG00000132681,480
1249,P05026,ENSG00000143153,481
1250,P14415,ENSG00000129244,482
1251,P54709,ENSG00000069849,483
1252,Q9UN42,ENSG00000101892,23439
1253,O14983,ENSG00000196296,487
1254,P16615,ENSG00000174437,488
1255,Q93084,ENSG00000074370,489
1256,P20020,ENSG00000070961,490
1257,Q01814,ENSG00000157087,491
1258,Q16720,ENSG00000067842,492
1259,P23634,ENSG00000058668,493
1260,P98194,ENSG00000017260,27032
1261,O75185,ENSG00000064270,9914
1262,Q8TBG4,ENSG00000164089,64850
1263,Q8IUZ5,ENSG00000175309,85007
1264,P24539,ENSG00000116459,515
1265,P05496,ENSG00000159199,516
1266,Q06055,ENSG00000135390,517
1267,P48201,ENSG00000154518,518
1268,Q7Z4Y8,ENSG00000249222,267020
1269,Q9ULK2,ENSG00000146776,222255
1270,Q5T6C5,ENSG00000162650,127002
1271,Q14CW9,ENSG00000087152,56970
1272,Q9Y2Q0,ENSG00000124406,10396
1273,Q9NTI2,ENSG00000132932,51761
1274,O43520,ENSG00000081923,5205
1275,P98198,ENSG00000143515,57198
1276,O60423,ENSG00000130270,148229
1277,Q8TF62,ENSG00000104043,79895
1278,Q8NBU5,ENSG00000138138,84896
1279,Q8NBU5,ENSG00000283024,84896
1280,Q6PL18,ENSG00000156802,29028
1281,Q96QE3,ENSG00000176208,79915
1282,Q5SQI0,ENSG00000137343,79969
1283,Q5SQI0,ENSG00000206488,79969
1284,Q5SQI0,ENSG00000234549,79969
1285,Q5SQI0,ENSG00000235658,79969
1286,Q5SQI0,ENSG00000231257,79969
1287,Q5SQI0,ENSG00000223752,79969
1288,Q5SQI0,ENSG00000229061,79969
1289,Q86WG3,ENSG00000167654,85300
1290,Q9ULI0,ENSG00000119778,54454
1291,Q9NVI7,ENSG00000197785,55210
1292,Q5T9A4,ENSG00000160072,83858
1293,Q5T2N8,ENSG00000215915,219293
1294,O95260,ENSG00000107669,11101
1295,P18846,ENSG00000123268,466
1296,P15336,ENSG00000115966,1386
1297,P18847,ENSG00000162772,467
1298,P18848,ENSG00000128272,468
1299,Q9Y2D1,ENSG00000169136,22809
1300,P18850,ENSG00000118217,22926
1301,Q99941,ENSG00000168468,1388
1302,Q99941,ENSG00000213676,1388
1303,Q99941,ENSG00000228628,1388
1304,Q99941,ENSG00000234539,1388
1305,P17544,ENSG00000170653,11016
1306,Q9H0Y0,ENSG00000152348,83734
1307,O94817,ENSG00000145782,9140
1308,O75143,ENSG00000175224,9776
1309,Q2TAZ0,ENSG00000110046,23130
1310,Q96BY7,ENSG00000066739,55102
1311,Q9NT62,ENSG00000144848,64422
1312,Q8WYN0,ENSG00000101844,115201
1313,Q9Y4P1,ENSG00000168397,23192
1314,Q96DT6,ENSG00000125703,84938
1315,Q86TL0,ENSG00000130734,84971
1316,Q9H1Y0,ENSG00000057663,9474
1317,O95352,ENSG00000197548,10533
1318,Q7Z3C6,ENSG00000198925,79065
1319,Q674R7,ENSG00000181652,285973
1320,Q9BSB4,ENSG00000123395,60673
1321,Q9UII2,ENSG00000130770,93974
1322,Q9UII2,ENSG00000285390,93974
1323,Q8N6G6,ENSG00000178031,92949
1324,Q86TH1,ENSG00000197859,9719
1325,P82987,ENSG00000156218,57188
1326,Q6UY14,ENSG00000143382,54507
1327,Q8WXF7,ENSG00000198513,51062
1328,Q8NHH9,ENSG00000119787,64225
1329,Q6DD88,ENSG00000184743,25923
1330,O43313,ENSG00000166454,23300
1331,Q13315,ENSG00000149311,472
1332,P54259,ENSG00000111676,1822
1333,P54710,ENSG00000137731,486
1334,Q92858,ENSG00000172238,474
1335,Q8N100,ENSG00000179774,220202
1336,Q96SQ7,ENSG00000168874,84913
1337,O00244,ENSG00000177556,475
1338,Q9Y6H3,ENSG00000166896,91419
1339,Q9Y6H3,ENSG00000262145,91419
1340,P20648,ENSG00000105675,495
1341,P51164,ENSG00000186009,496
1342,P51164,ENSG00000288359,496
1343,P56381,ENSG00000124172,514
1344,O75947,ENSG00000167863,10476
1345,P56385,ENSG00000169020,521
1346,P18859,ENSG00000154723,522
1347,O75964,ENSG00000167283,10632
1348,Q99766,ENSG00000125375,27109
1349,P56378,ENSG00000156411,9556
1350,P00846,ENSG00000198899,4508
1351,Q04656,ENSG00000165240,538
1352,P35670,ENSG00000123191,540
1353,P03928,ENSG00000228253,4509
1354,O75110,ENSG00000054793,10079
1355,O43861,ENSG00000166377,374868
1356,P25705,ENSG00000152234,498
1357,P06576,ENSG00000110955,506
1358,P30049,ENSG00000099624,513
1359,Q5TC12,ENSG00000123472,64756
1360,Q8N5M1,ENSG00000171953,91647
1361,P36542,ENSG00000165629,509
1362,P56134,ENSG00000241468,9551
1363,Q96IX5,ENSG00000173915,84833
1364,P48047,ENSG00000241837,539
1365,Q6RW13,ENSG00000177674,57085
1366,Q8WXE1,ENSG00000164053,84126
1367,Q5VV63,ENSG00000107518,26033
1368,O75882,ENSG00000088812,8455
1369,P46100,ENSG00000085224,546
1370,Q13535,ENSG00000175054,545
1371,Q9H324,ENSG00000142303,81794
1372,P58397,ENSG00000151388,81792
1373,Q76LX8,ENSG00000160323,11093
